split,filename,titulo,etiquetas_rostro,etiquetas_cabello,etiquetas_otras,clases_idx,analisis,page_url,imagen_local
train,davide-sanclimenti-side-parted-quiff-with-low-fade__00.jpg,Davide Sanclimenti Side Parted Quiff With Low Fade,Square Face Shape,Curly|Thick,Celebrity|Classic|Fade|Quiff,15|0|7,"Oozing Italian charm, he also has the kind of shiny, thick hair that so many of our Mediterranean brothers are blessed with. And Davide Sanclimenti keeps his barnet looking slick and stylish in aside partedquiffwithlow fade.",https://manforhimself.com/mens-hairstyles/davide-sanclimenti-side-parted-quiff-with-low-fade/,dataset_cryai/images/davide-sanclimenti-side-parted-quiff-with-low-fade__00.jpg
train,ryan-reynolds-short-back-and-sides-with-textured-quiff__00.jpg,Ryan Reynolds Short Back And Sides With Textured Quiff,Oval Face Shape,Medium,Brown|Celebrity|Classic|Quiff,12|2,He might have dyed wife Blake Lively’s hair during lockdown but he doesn’t take a risk with his own barnet. Because Ryan Reynolds’short back and sideswithtexturedquiffhas been a look he’s stuck with for nigh on 20 years.,https://manforhimself.com/mens-hairstyles/ryan-reynolds-short-back-and-sides-with-textured-quiff/,dataset_cryai/images/ryan-reynolds-short-back-and-sides-with-textured-quiff__00.jpg
train,kumail-nanjiani-classic-quiff-hairstyle__00.jpg,Kumail Nanjiani Classic Quiff Hairstyle,Square Face Shape,Medium|Thick,Asian|Asian Hair|Classic|Quiff|Scissor Cut,15|2|7,"Kumail Nanjiani is not only the first South-Asian superhero to join the Marvel Universe, but MFH thinks he could be the first South-Asian 007, too.",https://manforhimself.com/mens-hairstyles/kumail-nanjiani-classic-quiff-hairstyle/,dataset_cryai/images/kumail-nanjiani-classic-quiff-hairstyle__00.jpg
train,martin-compston-crew-cut-with-texture-and-low-fade__00.jpg,Martin Compston Crew Cut With Texture And Low Fade,Oval Face Shape,Straight|Thick,Brown|Celebrity|Scissor Cut,12|5|7,"This Martin Compston crew cut is the ultimate look for anyone who wants aclassic, fuss-free style.",https://manforhimself.com/mens-hairstyles/martin-compston-crew-cut-with-texture-and-low-fade/,dataset_cryai/images/martin-compston-crew-cut-with-texture-and-low-fade__00.jpg
train,jack-doohan-hair-wavy-curtain-hairstyle__00.jpg,Jack Doohan Hair Wavy Curtain Hairstyle,Round Face Shape,Medium|Thick|Wavy,Brown|Celebrity|Dyed,14|2|7|8,Man For Himself is run by Robin James – men’s grooming and lifestyle creator.,https://manforhimself.com/mens-hairstyles/jack-doohan-hair-wavy-curtain-hairstyle/,dataset_cryai/images/jack-doohan-hair-wavy-curtain-hairstyle__00.jpg
train,kit-connor-hairstyle-textured-tapered-haircut__00.jpg,Kit Connor Hairstyle Textured Tapered Haircut,Round Face Shape,Short|Straight|Texture|Thick,Celebrity|Red,14|4|5|6|7,"We love this Kit Connor hairstyle.Heartstopper-now-Warfareactor Kit Connor’s hairstyle has been undergoing a bit of a metamorphasis recently, and it’s great to see him finally experimenting a bit.",https://manforhimself.com/mens-hairstyles/kit-connor-hairstyle-textured-tapered-haircut/,dataset_cryai/images/kit-connor-hairstyle-textured-tapered-haircut__00.jpg
train,high-top-skin-fade__00.jpg,High Top Skin Fade,Round Face Shape,,Afro|Fade|Flat Top|High Top|Wez Jones,14,It’s an editorial look that some people will effortlessly pull off. Just don’t let the hairstyle wear you!,https://manforhimself.com/mens-hairstyles/high-top-skin-fade/,dataset_cryai/images/high-top-skin-fade__00.jpg
train,johannes-huebl-classic-side-part-hairstyle__00.jpg,Johannes Huebl Classic Side Part Hairstyle,Triangle Face Shape,Medium|Straight|Thick,Brown|Celebrity|Johannes Huebl,16|2|5|7,Johannes Hueblis every inch the classic gent. His hairstyle is hugely versatile and can be slicked back(use apomade)or full of volume(try apowderat the roots)whenever he likes.,https://manforhimself.com/mens-hairstyles/johannes-huebl-classic-side-part-hairstyle/,dataset_cryai/images/johannes-huebl-classic-side-part-hairstyle__00.jpg
train,josh-heustons-hair-curly-swept-back-style__00.jpg,Josh Heustons Hair Curly Swept Back Style,Round Face Shape,Curly|Medium|Texture|Thick|Wavy,Celebrity|Scissor Cut,14|0|2|6|7|8,Josh Heuston’s hair journey is as intriguing as his acting career: he revealed inthis interviewthat hiscurlsdidn’t develop until he was around 20.,https://manforhimself.com/mens-hairstyles/josh-heustons-hair-curly-swept-back-style/,dataset_cryai/images/josh-heustons-hair-curly-swept-back-style__00.jpg
train,harry-lawtey-hairstyle-retro-short-back-and-sides-with-quiff__00.jpg,Harry Lawtey Hairstyle Retro Short Back And Sides With Quiff,Triangle Face Shape,Fine|Short|Straight,Celebrity|Classic|Quiff|Red,16|1|4|5,"Let’s talk about why this Harry Lawtey hairstyle, well,slaps.",https://manforhimself.com/mens-hairstyles/harry-lawtey-hairstyle-retro-short-back-and-sides-with-quiff/,dataset_cryai/images/harry-lawtey-hairstyle-retro-short-back-and-sides-with-quiff__00.jpg
train,labrinth-dyed-red-afro__00.jpg,Labrinth Dyed Red Afro,Square Face Shape,Texture|Thick,Afro|Celebrity|Dyed|Red,15|6|7,"Labrinth’sdyedredAfrolooks the business, especially teamed with the edgy red tailoring he opted for at this year’s Met Gala.",https://manforhimself.com/mens-hairstyles/labrinth-dyed-red-afro/,dataset_cryai/images/labrinth-dyed-red-afro__00.jpg
train,olly-murs-platinum-blonde-slicked-back-hairstyle__00.jpg,Olly Murs Platinum Blonde Slicked Back Hairstyle,Rectangle Face Shape,Normal|Straight,Blonde|Celebrity|Dyed,13|3|5,We love Olly’s bold departure from his usual look – and this dramaticdyedplatinumblondehairstyle is certainly a statement!,https://manforhimself.com/mens-hairstyles/olly-murs-platinum-blonde-slicked-back-hairstyle/,dataset_cryai/images/olly-murs-platinum-blonde-slicked-back-hairstyle__00.jpg
train,donald-glovers-hair-short-afro-medium-fade__00.jpg,Donald Glovers Hair Short Afro Medium Fade,Oval Face Shape,Short,Afro|Black|Celebrity|Fade,12|4,"He’s a writer, actor, director, producer, rapper and singer(also known asChildish Gambino)so it’s no surprise that Donald Glover’s hair looks have been as varied as his career.",https://manforhimself.com/mens-hairstyles/donald-glovers-hair-short-afro-medium-fade/,dataset_cryai/images/donald-glovers-hair-short-afro-medium-fade__00.jpg
train,charles-melton-short-curly-hairstyle__00.jpg,Charles Melton Short Curly Hairstyle,Square Face Shape,Curly|Short|Texture|Thick,Celebrity,15|0|4|6|7,Charles Melton’sshortcurlyhairstyle is one of the healthiest heads of hair MFH has ever seen.,https://manforhimself.com/mens-hairstyles/charles-melton-short-curly-hairstyle/,dataset_cryai/images/charles-melton-short-curly-hairstyle__00.jpg
train,ludwig-goransson-long-wavy-hair-with-centre-part__00.jpeg,Ludwig Goransson Long Wavy Hair With Centre Part,Long|Round Face Shape,Fine|Wavy,Celebrity|Centre Part|Scissor Cut,10|14|1|8,"Ludwig Goransson’slong, bronde,centre partedhair is clearly kept in prime condition by its owner.",https://manforhimself.com/mens-hairstyles/ludwig-goransson-long-wavy-hair-with-centre-part/,dataset_cryai/images/ludwig-goransson-long-wavy-hair-with-centre-part__00.jpeg
train,adam-lambert-wet-look-modern-pompadour-with-mid-fade__00.jpg,Adam Lambert Wet Look Modern Pompadour With Mid Fade,Round Face Shape,Straight|Texture|Thick,Celebrity|Dyed|Fade|Pompadour|Quiff,14|5|6|7,"As the first openly gay artist to top the US charts it’s no surprise that Adam Lambert has said that his ever-changing hairstyles, OTT dress sense and heavy makeup were ways for him to express and find himself through his style.",https://manforhimself.com/mens-hairstyles/adam-lambert-wet-look-modern-pompadour-with-mid-fade/,dataset_cryai/images/adam-lambert-wet-look-modern-pompadour-with-mid-fade__00.jpg
train,archie-renauxs-hair-crop-with-fringe__00.jpg,Archie Renauxs Hair Crop With Fringe,Round Face Shape,Short|Texture|Thick,Black|crop|French Crop|Fringe,14|4|6|7,"Archie Renaux’s hair is often cropped a lot shorter and features a sharp-looking,low fade.",https://manforhimself.com/mens-hairstyles/archie-renauxs-hair-crop-with-fringe/,dataset_cryai/images/archie-renauxs-hair-crop-with-fringe__00.jpg
train,luther-fords-hair-medium-length-90s-inspired-hairstyle__00.jpg,Luther Fords Hair Medium Length 90S Inspired Hairstyle,Oval Face Shape,Fine|Medium,90s Throwback|Centre Part|Fringe|Red|Scissor Cut,12|1|2,Man For Himself is run by Robin James – men’s grooming and lifestyle creator.,https://manforhimself.com/mens-hairstyles/luther-fords-hair-medium-length-90s-inspired-hairstyle/,dataset_cryai/images/luther-fords-hair-medium-length-90s-inspired-hairstyle__00.jpg
train,joe-alwyn-classic-hairstyle-with-long-fringe-and-side-parting__00.jpg,Joe Alwyn Classic Hairstyle With Long Fringe And Side Parting,Oval Face Shape,Fine|Normal|Straight,Brown|Celebrity|Classic,12|1|3|5,Joe Alwyn’sclassic hairstylewith longfringeandside partingis a little 90s boyband (especially if he swapped that side part for a middle parting).,https://manforhimself.com/mens-hairstyles/joe-alwyn-classic-hairstyle-with-long-fringe-and-side-parting/,dataset_cryai/images/joe-alwyn-classic-hairstyle-with-long-fringe-and-side-parting__00.jpg
train,freddie-dennis-soft-wavy-mullet-hairstyle__00.jpeg,Freddie Dennis Soft Wavy Mullet Hairstyle,Square Face Shape,Fine|Medium|Wavy,Blonde|Celebrity|Mullet,15|1|2|8,"Freddie Dennis’ soft,wavy,mullethairstyle with that hint of smudged eyeliner is more rock star than King’s butler (which is what hisQueen Charlottecharacter is).",https://manforhimself.com/mens-hairstyles/freddie-dennis-soft-wavy-mullet-hairstyle/,dataset_cryai/images/freddie-dennis-soft-wavy-mullet-hairstyle__00.jpeg
train,laurie-davidsons-hair-swept-back-curly-hairstyle__00.jpg,Laurie Davidsons Hair Swept Back Curly Hairstyle,Oval Face Shape,Curly|Medium|Wavy,Brown|Celebrity|Classic|Scissor Cut|Slicked Back,12|0|2|8,The Girlfriendactor Laurie Davidson’s hair is one of those cuts that provescurly stylescan be sharp without ever looking overdone.,https://manforhimself.com/mens-hairstyles/laurie-davidsons-hair-swept-back-curly-hairstyle/,dataset_cryai/images/laurie-davidsons-hair-swept-back-curly-hairstyle__00.jpg
train,eduardo-franco-waist-length-hair__00.jpg,Eduardo Franco Waist Length Hair,Long|Round Face Shape,Straight|Thick,Black|Celebrity,10|14|5|7,"Currently playing stoner dude Argyle on Netflix’sStranger ThingsSeason 4, 27-year-old Eduardo Franco’s waist-length hair is soshiny,thickandlongthat it’s as much a talking point as the show’s finale.",https://manforhimself.com/mens-hairstyles/eduardo-franco-waist-length-hair/,dataset_cryai/images/eduardo-franco-waist-length-hair__00.jpg
train,chris-martins-hair-tightly-tapered-crop__00.jpg,Chris Martins Hair Tightly Tapered Crop,Oval Face Shape,Curly|Short|Wavy,Blonde|Celebrity|crop|taper,12|0|4|8,Chris Martin’shair is the understated star of his look: low-key cool with a muso’s laid-back energy.,https://manforhimself.com/mens-hairstyles/chris-martins-hair-tightly-tapered-crop/,dataset_cryai/images/chris-martins-hair-tightly-tapered-crop__00.jpg
train,paul-rudd-short-haircut-with-messy-texture__00.jpg,Paul Rudd Short Haircut With Messy Texture,Oval Face Shape,Medium|Texture|Thick|Wavy,Brown|Scissor Cut,12|2|6|7|8,"He was voted People Magazine’s Sexiest Man Alive in 2021, and Paul Rudd’sshorthaircut withmessy textureis not going exactly to lose him any fans.",https://manforhimself.com/mens-hairstyles/paul-rudd-short-haircut-with-messy-texture/,dataset_cryai/images/paul-rudd-short-haircut-with-messy-texture__00.jpg
train,nicholas-braun-short-side-parted-hair-with-volume__00.jpg,Nicholas Braun Short Side Parted Hair With Volume,Oval Face Shape,Straight|Thick,Black|Celebrity|Classic|Side Part,12|5|7,Nicholas Braun’sshortside partedhair with volume is extremely similar to hisSuccessioncharacter: Cousin Greg.,https://manforhimself.com/mens-hairstyles/nicholas-braun-short-side-parted-hair-with-volume/,dataset_cryai/images/nicholas-braun-short-side-parted-hair-with-volume__00.jpg
train,morgan-spector-curly-hairstyle-with-tapered-sides-and-full-beard__00.jpeg,Morgan Spector Curly Hairstyle With Tapered Sides And Full Beard,Oval Face Shape,Curly|Short|Texture|Thick,Beard|Celebrity|Scissor Cut,12|0|4|6|7,"Actor Morgan Spector has been blessed with a thick head ofcurlyhair, which he keeps looking stylish with length on top and tapered sides and back.",https://manforhimself.com/mens-hairstyles/morgan-spector-curly-hairstyle-with-tapered-sides-and-full-beard/,dataset_cryai/images/morgan-spector-curly-hairstyle-with-tapered-sides-and-full-beard__00.jpeg
train,john-krasinski-classic-quiff-hairstyle__00.jpeg,John Krasinski Classic Quiff Hairstyle,Round Face Shape,Straight|Thick,Celebrity|Classic|Quiff,14|5|7,"He might have risen to fame as dorky Jim Halpert (complete with bad haircut) in the US version ofThe Office, but John Krasinski’sclassicquiffhairstyle is definitely a Hollywood makeover worth raving about.",https://manforhimself.com/mens-hairstyles/john-krasinski-classic-quiff-hairstyle/,dataset_cryai/images/john-krasinski-classic-quiff-hairstyle__00.jpeg
train,joe-alwyns-hair-short-tousled-textured-style__00.jpg,Joe Alwyns Hair Short Tousled Textured Style,Oval Face Shape,Fine|Short|Texture,Blonde|Brown|Celebrity,12|1|4|6,"Joe Alwyn’sshort,tousled,texturedhaircut perfectly complements hisfinehair and subtlywavytexture, making it an ideal match for his understated vibe.",https://manforhimself.com/mens-hairstyles/joe-alwyns-hair-short-tousled-textured-style/,dataset_cryai/images/joe-alwyns-hair-short-tousled-textured-style__00.jpg
train,will-harrison-buzz-cut-with-super-short-fringe__00.jpg,Will Harrison Buzz Cut With Super Short Fringe,Round Face Shape,,Brown|Buzz Cut|Celebrity|crop|Fringe,14,What a difference a haircut makes: Will Harrison’sbuzz cutwith super shortfringegives the up and coming actor a totally different vibe.,https://manforhimself.com/mens-hairstyles/will-harrison-buzz-cut-with-super-short-fringe/,dataset_cryai/images/will-harrison-buzz-cut-with-super-short-fringe__00.jpg
train,eddie-redmayne-textured-haircut__00.jpg,Eddie Redmayne Textured Haircut,Oval Face Shape,Texture|Thick,Brown|Celebrity|Scissor Cut,12|6|7,"Join the ranks of other big-haired Brit actors (see alsoBen WhishawandAndrew Garfield) Eddie Redmayne’stextured haircutwith length on top suits histhick,wavyhair too.",https://manforhimself.com/mens-hairstyles/eddie-redmayne-textured-haircut/,dataset_cryai/images/eddie-redmayne-textured-haircut__00.jpg
train,bach-buquens-textured-hair__00.jpg,Bach Buquens Textured Hair,Square Face Shape,Medium|Thick|Wavy,Celebrity,15|2|7|8,"Bach Buquen’s hair nails that laid-back but sharp vibe. The textured layers create natural movement, giving it a low-maintenance look that still feels intentional. Whether you’re dressing up or keeping it casual, the loose waves and slightly messy finish make it look like you didn’t try too hard—yet still look polished.",https://manforhimself.com/mens-hairstyles/bach-buquens-textured-hair/,dataset_cryai/images/bach-buquens-textured-hair__00.jpg
train,matt-bomer-natural-wavy-hairstyle__00.jpg,Matt Bomer Natural Wavy Hairstyle,Diamond Face Shape,Medium|Normal|Wavy,Celebrity,9|2|3|8,This is a great length of hairstyle onMatt Bomer.,https://manforhimself.com/mens-hairstyles/matt-bomer-natural-wavy-hairstyle/,dataset_cryai/images/matt-bomer-natural-wavy-hairstyle__00.jpg
train,cole-sprouse-grown-out-hairstyle-with-side-parting__00.jpg,Cole Sprouse Grown Out Hairstyle With Side Parting,Oval Face Shape,Curly,90s Throwback|Fringe,12|0,Longer hairstylesare back in a big way – and Riverdale actor Cole Sprouse is an excellent example. We like thegrown-outlayers and like how Cole has worked with his natural texture to create that fringe curl.,https://manforhimself.com/mens-hairstyles/cole-sprouse-grown-out-hairstyle-with-side-parting/,dataset_cryai/images/cole-sprouse-grown-out-hairstyle-with-side-parting__00.jpg
train,sebastian-stan-swept-back-medium-length-hair__00.jpg,Sebastian Stan Swept Back Medium Length Hair,Oval Face Shape,Straight|Thick,90s Throwback|Beard|Brown|Celebrity|Classic,12|5|7,Sebastian Stan’sswept backmedium length hairdefinitely makes him look older.,https://manforhimself.com/mens-hairstyles/sebastian-stan-swept-back-medium-length-hair/,dataset_cryai/images/sebastian-stan-swept-back-medium-length-hair__00.jpg
train,harris-dickinsons-hair-slick-side-parted-medium-length-style__00.jpg,Harris Dickinsons Hair Slick Side Parted Medium Length Style,Long Face Shape,Fine|Straight,Celebrity|Classic|Side Part|Slicked Back,11|1|5,Harris Dickinson’s hair is a great modern take on a timeless classic.,https://manforhimself.com/mens-hairstyles/harris-dickinsons-hair-slick-side-parted-medium-length-style/,dataset_cryai/images/harris-dickinsons-hair-slick-side-parted-medium-length-style__00.jpg
train,dominic-fike-medium-length-curly-hair__00.jpg,Dominic Fike Medium Length Curly Hair,Long|Oval Face Shape,Curly|Texture|Wavy,Brown|Celebrity,10|12|0|6|8,Dominic Fike’smedium lengthcurly hairis quite sedate compared to that statement-makingblue buzzcut.,https://manforhimself.com/mens-hairstyles/dominic-fike-medium-length-curly-hair/,dataset_cryai/images/dominic-fike-medium-length-curly-hair__00.jpg
train,niall-cunningham-short-curly-hairstyle__00.jpg,Niall Cunningham Short Curly Hairstyle,Oval Face Shape,Curly|Medium|Thick,Classic|Red|Scissor Cut,12|0|2|7,"Niall Cunningham’s short,curlyhairstyle not only showcases how healthy his hair is(no frizz there!)but also ensures that his striking, natural,titiancolour takes centre stage, too.",https://manforhimself.com/mens-hairstyles/niall-cunningham-short-curly-hairstyle/,dataset_cryai/images/niall-cunningham-short-curly-hairstyle__00.jpg
train,classic-quiff-with-razor-part__00.jpg,Classic Quiff With Razor Part,Round Face Shape,Medium,Fade|Quiff|Razor Part|Timothy Gomm,14|2,"I’ve always been a quiff fan. You decide how big you want to go, just sweep the hair up and back. I’d always recommend amatte clayfor this style. It will provide hold and lived-in texture.",https://manforhimself.com/mens-hairstyles/classic-quiff-with-razor-part/,dataset_cryai/images/classic-quiff-with-razor-part__00.jpg
train,steven-yeun-short-swept-back-hairstyle__00.jpeg,Steven Yeun Short Swept Back Hairstyle,Diamond Face Shape,Short|Straight|Thick,Asian Hair|Celebrity|Classic|Slicked Back,9|4|5|7,"MFH has no, ahem, beef with actor Steven Yeun’sclassic, polished, hairstyle.",https://manforhimself.com/mens-hairstyles/steven-yeun-short-swept-back-hairstyle/,dataset_cryai/images/steven-yeun-short-swept-back-hairstyle__00.jpeg
train,jason-momoa-long-hair-ombre-dye__00.jpg,Jason Momoa Long Hair Ombre Dye,Long|Oval Face Shape,Curly|Normal|Wavy,Celebrity|Dyed|Jason Momoa,10|12|0|3|8,"It’s hard to imagine Jason Momoa with anything but long hair and a big, thick beard.",https://manforhimself.com/mens-hairstyles/jason-momoa-long-hair-ombre-dye/,dataset_cryai/images/jason-momoa-long-hair-ombre-dye__00.jpg
train,tapered-fade-with-square-textured-top__00.jpg,Tapered Fade With Square Textured Top,Oval Face Shape,Normal|Straight|Texture|Thick,Brown|Fade,12|3|5|6|7,"Texture is a keymen’s hairstylestrend for 2021! Once you have your cut(‘what to ask your barber’ below), it’s all about using amatteornatural finishproduct likeUppercut Deluxe Clayto pile the hair full of reworkable texture.",https://manforhimself.com/mens-hairstyles/tapered-fade-with-square-textured-top/,dataset_cryai/images/tapered-fade-with-square-textured-top__00.jpg
train,maluma-long-wavy-hairstyle__00.jpeg,Maluma Long Wavy Hairstyle,Long|Square Face Shape,Texture|Wavy,Brown|Celebrity|Side Part|Undercut,10|15|6|8,"Hislong, dark,wavyhair might be the envy of millions, but by the time you read this, Maluma will probably have a new look.",https://manforhimself.com/mens-hairstyles/maluma-long-wavy-hairstyle/,dataset_cryai/images/maluma-long-wavy-hairstyle__00.jpeg
train,mens-classic-back-and-sides-with-long-length-on-top__00.jpg,Mens Classic Back And Sides With Long Length On Top,Oval Face Shape,Fine|Medium,Robin James,12|1|2,"It was time for a change. New year, new me… or however it goes. To be honest, I just wanted to get my face back and to be able to experiment with hair products onYouTubeagain!",https://manforhimself.com/mens-hairstyles/mens-classic-back-and-sides-with-long-length-on-top/,dataset_cryai/images/mens-classic-back-and-sides-with-long-length-on-top__00.jpg
train,tom-hardys-hair-textured-tapered-brushed-back__00.jpg,Tom Hardys Hair Textured Tapered Brushed Back,Round Face Shape,Fine|Short|Texture,Brown|Celebrity|Slicked Back|taper|Thinning,14|1|4|6,"Tom Hardy’s hair perfectly balances style and practicality, especially for anyone who hasthinning hairlike his.",https://manforhimself.com/mens-hairstyles/tom-hardys-hair-textured-tapered-brushed-back/,dataset_cryai/images/tom-hardys-hair-textured-tapered-brushed-back__00.jpg
train,chris-pratt-haircut__00.jpg,Chris Pratt Haircut,Oval Face Shape,Wavy,Brown|Celebrity|Classic|Scissor Cut,12|8,"Usually seen on the big screen fighting aliens – and the occasional dinosaur – we’ve always thought of CP as a wash’n’go kinda guy. Who, like the rest of us, can add some polish when the occasion requires it.",https://manforhimself.com/mens-hairstyles/chris-pratt-haircut/,dataset_cryai/images/chris-pratt-haircut__00.jpg
train,chris-perfetti-short-curly-haircut-with-fade__00.jpeg,Chris Perfetti Short Curly Haircut With Fade,Oval Face Shape,Curly|Short|Texture,Beard|Celebrity|Fade,12|0|4|6,Chris Perfettiscores top marks for this shortcurlyhaircut with a lowfadeand too-cool-for-school facial hair.,https://manforhimself.com/mens-hairstyles/chris-perfetti-short-curly-haircut-with-fade/,dataset_cryai/images/chris-perfetti-short-curly-haircut-with-fade__00.jpeg
train,harry-styles-hair-textured-mullet__00.jpg,Harry Styles Hair Textured Mullet,Oval Face Shape,Curly|Short|Texture,Brown|Celebrity|Mullet|taper,12|0|4|6,"Harry Styles’ hair has been a key part of his evolving persona – from boyband curls to rockstar waves, the man knows how to make a statement and his new do is no exception.",https://manforhimself.com/mens-hairstyles/harry-styles-hair-textured-mullet/,dataset_cryai/images/harry-styles-hair-textured-mullet__00.jpg
train,seth-rogen-curly-quiff-hairstyle__00.jpg,Seth Rogen Curly Quiff Hairstyle,Rectangle Face Shape,Curly|Thick|Wavy,Brown|Celebrity|Classic|Quiff,13|0|7|8,"Seth Rogen has pretty much rocked a curly pompadour quiff ever since his break out role in Knocked Up in 2007. His curls have become a little more defined and refined over the years, but he always sports aclassic look.",https://manforhimself.com/mens-hairstyles/seth-rogen-curly-quiff-hairstyle/,dataset_cryai/images/seth-rogen-curly-quiff-hairstyle__00.jpg
train,john-boyega-tight-twists-afro-hairstyle__00.jpeg,John Boyega Tight Twists Afro Hairstyle,Rectangle Face Shape,Texture,Afro|Black|Braids|Celebrity|Fade|John Boyega,13|6,John Boyega’s tight twists looks great on hisAfrolocks and sets off his suited and booted look to perfection. We love that the textured top is paired with a sharpfade.,https://manforhimself.com/mens-hairstyles/john-boyega-tight-twists-afro-hairstyle/,dataset_cryai/images/john-boyega-tight-twists-afro-hairstyle__00.jpeg
train,gary-barlow-quiff-with-short-back-and-sides__00.jpg,Gary Barlow Quiff With Short Back And Sides,Round Face Shape,Fine,Celebrity|Classic|Quiff|Scissor Cut|Thinning,14|1,"Not only have his looks and physique got better with age, but so has his hair.And Take That singer Gary Barlow’squiffwithshort back and sidesis the reason MFH is singling him out for some praise.",https://manforhimself.com/mens-hairstyles/gary-barlow-quiff-with-short-back-and-sides/,dataset_cryai/images/gary-barlow-quiff-with-short-back-and-sides__00.jpg
train,jeremy-allen-white-laidback-curly-hairstyle__00.jpeg,Jeremy Allen White Laidback Curly Hairstyle,Square Face Shape,Curly|Medium|Wavy,Celebrity|Scissor Cut,15|0|2|8,The Bearstar Jeremy Allen White is the epitome of cool with this laidbackcurly hairstyle.,https://manforhimself.com/mens-hairstyles/jeremy-allen-white-laidback-curly-hairstyle/,dataset_cryai/images/jeremy-allen-white-laidback-curly-hairstyle__00.jpeg
train,hunter-doohan-tousled-curly-hairstyle__00.jpg,Hunter Doohan Tousled Curly Hairstyle,Oval Face Shape,Texture|Wavy,Brown|Celebrity|Classic,12|6|8,"Hunter Doohan’stousled,curly hairstyleis a fun, youthful vibe.",https://manforhimself.com/mens-hairstyles/hunter-doohan-tousled-curly-hairstyle/,dataset_cryai/images/hunter-doohan-tousled-curly-hairstyle__00.jpg
train,alan-ruck-medium-length-swept-back-hairstyle__00.jpg,Alan Ruck Medium Length Swept Back Hairstyle,Oval Face Shape,Fine|Medium|Straight,Celebrity|Classic|Grey,12|1|2|5,"Alan Ruck’smedium lengthswept back hairstylemight be a more laid back vibe than hisSuccessionalter ego’s, but Mr Ruck is a worthwhile member of the Greynaissance Club.",https://manforhimself.com/mens-hairstyles/alan-ruck-medium-length-swept-back-hairstyle/,dataset_cryai/images/alan-ruck-medium-length-swept-back-hairstyle__00.jpg
train,benedict-cumberbatch-wavy-quiff-with-short-back-and-sides__00.jpg,Benedict Cumberbatch Wavy Quiff With Short Back And Sides,Oval Face Shape,Curly|Fine|Wavy,Celebrity|Scissor Cut,12|0|1|8,Actor Benedict Cumberbatch’s hair has undergone a metamorphosis over the years.,https://manforhimself.com/mens-hairstyles/benedict-cumberbatch-wavy-quiff-with-short-back-and-sides/,dataset_cryai/images/benedict-cumberbatch-wavy-quiff-with-short-back-and-sides__00.jpg
train,david-ginola-crew-cut__00.jpg,David Ginola Crew Cut,Round Face Shape,Short,Celebrity|Classic|Grey|Scissor Cut|Thinning,14|4,"His fancy footwork might have dazzled UK Premiership football teams like Newcastle, Everton and Tottenham Hotspur in the late 1990s.",https://manforhimself.com/mens-hairstyles/david-ginola-crew-cut/,dataset_cryai/images/david-ginola-crew-cut__00.jpg
train,tom-holland-floppy-medium-length-hair-90s__00.jpg,Tom Holland Floppy Medium Length Hair 90S,Rectangle Face Shape,Medium|Wavy,90s Throwback|Brown|Celebrity,13|2|8,"Spiderman actor Tom Holland’s hairstyle is reminiscent of heartthrob styles that were big in the90s. It’s casual, well conditioned and very versatile.",https://manforhimself.com/mens-hairstyles/tom-holland-floppy-medium-length-hair-90s/,dataset_cryai/images/tom-holland-floppy-medium-length-hair-90s__00.jpg
train,giannis-antetokounmpo-afro-buzz-cut-with-fade-hairstyle__00.jpeg,Giannis Antetokounmpo Afro Buzz Cut With Fade Hairstyle,Rectangle Face Shape,Texture,Afro|Buzz Cut|Celebrity|Skin Fade,13|6,Giannis Antetokounmpo’sAfro-texturedbuzz cut withfadeis a style that’ll look as good at the office or out with mates as it does on the basketball court.,https://manforhimself.com/mens-hairstyles/giannis-antetokounmpo-afro-buzz-cut-with-fade-hairstyle/,dataset_cryai/images/giannis-antetokounmpo-afro-buzz-cut-with-fade-hairstyle__00.jpeg
train,mawaan-rizwan-caesar-haircut-with-fade-and-tousled-fringe__00.jpeg,Mawaan Rizwan Caesar Haircut With Fade And Tousled Fringe,Oval Face Shape,Curly|Short|Texture,Celebrity|Fade|Fringe,12|0|4|6,"Comedian Mawaan Rizwan is no stranger to a strong look – he’s had everything from a bouffantquiff, to a bowl cut.",https://manforhimself.com/mens-hairstyles/mawaan-rizwan-caesar-haircut-with-fade-and-tousled-fringe/,dataset_cryai/images/mawaan-rizwan-caesar-haircut-with-fade-and-tousled-fringe__00.jpeg
train,dominic-fike-blue-buzzcut__00.jpg,Dominic Fike Blue Buzzcut,Oval Face Shape,Short,Buzz Cut|Celebrity|Coloured Hair|Dyed,12|4,"In a sea of heavily stylised quiffs and classic cuts, Dominic Fike’sbluebuzz cutwas like a breath of fresh (h)air at this year’s Vanity Fair Oscar’s after party.",https://manforhimself.com/mens-hairstyles/dominic-fike-blue-buzzcut/,dataset_cryai/images/dominic-fike-blue-buzzcut__00.jpg
train,matthew-macfadyen-salt-and-pepper-textured-crop__00.jpg,Matthew Macfadyen Salt And Pepper Textured Crop,Round Face Shape,Short|Texture,Celebrity|crop|Grey,14|4|6,Matthew Macfadyen’ssalt and peppertexturedcropis a more fun and modern take on his alter ego Tom Wambsgans much more preppy style onSuccession.,https://manforhimself.com/mens-hairstyles/matthew-macfadyen-salt-and-pepper-textured-crop/,dataset_cryai/images/matthew-macfadyen-salt-and-pepper-textured-crop__00.jpg
